epoch,nll_total,nll_per_row,penalty,loss_base,bce_sum,loss_total
0,32262.525768018753,77.18307600004486,1.2000000000000004,32263.725768018754,0.0,32263.725768018754
1,30741.22992776104,73.5436122673709,1.2465362179232857,30742.476463978965,0.0,30742.476463978965
2,29415.345982225615,70.37164110580291,1.2946487270439415,29416.64063095266,0.0,29416.64063095266
3,28271.41452158588,67.63496297030115,1.344237199772773,28272.758758785654,0.0,28272.758758785654
4,27293.91423010898,65.2964455265765,1.3951704246307388,27295.309400533613,0.0,27295.309400533613
5,26465.897839121684,63.3155450696691,1.4472874165778444,26467.34512653826,0.0,26467.34512653826
6,25769.932239178168,61.65055559612002,1.5003998008720631,25771.43263897904,0.0,25771.43263897904
7,25188.42182324287,60.25938235225566,1.554295840639487,25189.97611908351,0.0,25189.97611908351
8,24703.934001275316,59.10032057721367,1.6087467050284454,24705.542747980344,0.0,24705.542747980344
9,24299.776209361753,58.133435907564,1.6635144503710926,24301.439723812124,0.0,24301.439723812124
10,23960.5584132188,57.32191007947082,1.718360596586046,23962.27677381539,0.0,23962.27677381539
11,23672.566281464962,56.63293368771522,1.7730544412481368,23674.33933590621,0.0,23674.33933590621
12,23423.94061279249,56.03813543730261,1.8273807088297906,23425.76799350132,0.0,23425.76799350132
13,23204.712392706242,55.513666011258955,1.8811463767576968,23206.593539082998,0.0,23206.593539082998
14,23006.735989586996,55.04003825260047,1.9341866050241157,23008.67017619202,0.0,23008.67017619202
15,22823.55144862034,54.601797723972105,1.9863697243321115,22825.53781834467,0.0,22825.53781834467
16,22650.200313008318,54.18708208853665,2.037601229756917,22652.237914238074,0.0,22652.237914238074
17,22483.017172154247,53.78712242142164,2.0878267101753996,22485.104998864423,0.0,22485.104998864423
18,22319.417025876864,53.39573451166714,2.13703366638557,22321.55405954325,0.0,22321.55405954325
19,22157.69328928599,53.00883562030141,2.1852522323528505,22159.878541518345,0.0,22159.878541518345
20,21996.834399787265,52.62400574111786,2.2325548658253385,21999.06695465309,0.0,21999.06695465309
21,21836.3616047626,52.24009953292487,2.279055090997992,21838.640659853598,0.0,21838.640659853598
22,21676.187672422355,51.85690830723051,2.324905373152462,21678.512577795507,0.0,21678.512577795507
23,21516.495322042996,51.47486919149042,2.370294206855645,21518.865616249852,0.0,21518.865616249852
24,21357.634163900075,51.094818573923625,2.4154425138219633,21360.049606413897,0.0,21360.049606413897
25,21200.03524079772,50.71778765741081,2.460599469427348,21202.495840267147,0.0,21202.495840267147
26,21044.142543846167,50.34483862164155,2.5060378996849075,21046.648581745852,0.0,21046.648581745852
27,20890.360984156796,49.97694015348516,2.552049406443022,20892.91303356324,0.0,20892.91303356324
28,20739.02018805564,49.614880832669,2.598939383858381,20741.6191274395,0.0,20741.6191274395
29,20590.353160288287,49.25921808681408,2.6470220826621613,20593.00018237095,0.0,20593.00018237095
30,20444.488390201426,48.910259306701974,2.696615861362941,20447.185006062788,0.0,20447.185006062788
31,20301.45345608263,48.5680704690972,2.748038738224241,20304.201494820853,0.0,20304.201494820853
32,20161.18772038146,48.232506508089614,2.801604328881702,20163.98932471034,0.0,20163.98932471034
33,20023.56139571846,47.90325692755613,2.8576182262394068,20026.419013944702,0.0,20026.419013944702
34,19888.39815334217,47.57989988837839,2.9163748550938435,19891.31452819726,0.0,19891.31452819726
35,19755.498553633777,47.261958262281766,2.97815481540706,19758.476708449183,0.0,19758.476708449183
36,19624.661882468405,46.948951871933986,3.0432227156238403,19627.705105184028,0.0,19627.705105184028
37,19495.704443762428,46.640441253020164,3.111825490573152,19498.816269253002,0.0,19498.816269253002
38,19368.472948479994,46.33605968535883,3.184191196611849,19371.657139676605,0.0,19371.657139676605
39,19242.852306941648,46.03553183478863,3.2605282786369596,19246.112835220283,0.0,19246.112835220283
40,19118.767813505652,45.738678979678596,3.3410253078190206,19122.10883881347,0.0,19122.10883881347
41,18996.182336826074,45.44541228905759,3.425851193470972,18999.608188019545,0.0,18999.608188019545
42,18875.08962050195,45.155716795459206,3.5151558753850543,18878.604776377335,0.0,18878.604776377335
43,18755.505100535058,44.86962942711736,3.6090715024875952,18759.114172037545,0.0,18759.114172037545
44,18637.455731746955,44.58721466925109,3.707714098501959,18641.163445845457,0.0,18641.163445845457
45,18520.970196631984,44.308541140267906,3.8111857049110203,18524.781382336896,0.0,18524.781382336896
46,18406.07059118369,44.03366170139638,3.91957697620527,18409.990168159893,0.0,18409.990168159893
47,18292.766307558264,43.76259882190972,4.032970183473998,18296.79927774174,0.0,18296.79927774174
48,18181.05043280119,43.49533596363921,4.151442561939177,18185.201875363127,0.0,18185.201875363127
49,18070.89861755891,43.23181487454284,4.275069918609681,18075.17368747752,0.0,18075.17368747752
50,17962.27008249314,42.97193799639508,4.403930400406942,17966.67401289355,0.0,17966.67401289355
51,17855.110245471,42.715574749930624,4.53810831294843,17859.64835378395,0.0,17859.64835378395
52,17749.35437194907,42.462570267820745,4.677697876876449,17754.032069825946,0.0,17754.032069825946
53,17644.931661105365,42.21275517010853,4.82280681237273,17649.754467917737,0.0,17649.754467917737
54,17541.769258423272,41.96595516369204,4.973559652550948,17546.74281807582,0.0,17546.74281807582
55,17439.795805178568,41.72199953392002,5.130100701342708,17444.92590587991,0.0,17444.92590587991
56,17338.9442714494,41.48072792212775,5.292596569539868,17344.23686801894,0.0,17344.23686801894
57,17239.153951171043,41.241995098495316,5.46123824209618,17244.61518941314,0.0,17244.61518941314
58,17140.3716107992,41.00567371004593,5.636242649153123,17146.007853448355,0.0,17146.007853448355
59,17042.55186907197,40.77165518916739,5.817853731447366,17048.369722803418,0.0,17048.369722803418
60,16945.65694150851,40.53984914236486,6.006343007076759,16951.663284515587,0.0,16951.663284515587
61,16849.65591128407,40.31018160594275,6.2020096606680415,16855.857920944738,0.0,16855.857920944738
62,16754.52369250918,40.08259256581144,6.4051801876583125,16760.92887269684,0.0,16760.92887269684
63,16660.23983870813,39.857033106957246,6.616207635685905,16666.856046343815,0.0,16666.856046343815
64,16566.787324780256,39.6334624994743,6.835470492102439,16573.62279527236,0.0,16573.62279527236
65,16474.15140074706,39.411845456332685,7.063371271560155,16481.214772018622,0.0,16481.214772018622
66,16382.318584871147,39.192149724572126,7.300334860749107,16389.618919731896,0.0,16389.618919731896
67,16291.275835661294,38.974344104452854,7.546806678944826,16298.82264234024,0.0,16298.82264234024
68,16201.009918856058,38.758396935062336,7.803250713367403,16208.813169569425,0.0,16208.813169569425
69,16111.506967532569,38.54427504194394,8.0701474876941,16119.577115020262,0.0,16119.577115020262
70,16022.752220899009,38.33194311219859,8.347992020572674,16031.10021291958,0.0,16031.10021291958
71,15934.729919416804,38.12136344358087,8.637291828703797,15943.367211245508,0.0,15943.367211245508
72,15847.423329690217,37.91249600404358,8.938565025939578,15856.361894716156,0.0,15856.361894716156
