epoch,nll_total,nll_per_row,penalty,loss_base,bce_sum,loss_total
0,32262.525768018753,77.18307600004486,1.2000000000000004,32263.725768018754,31.54855979503125,32444.373685749208
1,30740.909716201597,73.54284621100861,1.2465362179232857,30742.15625241952,31.421584013559144,30922.077103346477
2,29414.682351769952,70.37005347313385,1.2946494032588323,29415.97700117321,31.29945327432802,29595.19852814128
3,28270.377855453742,67.63248290778407,1.3442400980527598,28271.722095551795,31.18218919851879,28450.272165209066
4,27292.465523734736,65.29297972185344,1.3951782859894215,27293.860702020724,31.069822437020036,27471.767356523113
5,26463.99241676377,63.31098664297552,1.4473045871147503,26465.439721350886,30.962394214548972,26642.731238908167
6,25767.52483383095,61.64479625318409,1.5004327641707298,25769.02526659512,30.859957775766443,25945.730230297453
7,25185.47063437117,60.252322091797055,1.5543538192965811,25187.024988190467,30.762578642487206,25363.17235630772
8,24700.402613869723,59.09187228198498,1.6088422615448983,24702.01145613127,30.670333914295128,24877.630628407645
9,24295.63366447112,58.1235255130888,1.6636640314553741,24297.297328502573,30.583310842456644,24472.418204285408
10,23955.778330682173,57.310474475316205,1.7185849823265051,23957.4969156645,30.501604799609083,24132.149940407464
11,23667.125776091263,56.61991812462025,1.7733790786048491,23668.899155169867,30.42531679996953,23843.115352736815
12,23417.819391301877,56.0234913667509,1.8278359252776237,23419.647227227153,30.3545507295025,23593.45821633581
13,23197.892185070305,55.49734972504857,1.8817674814430267,23199.773952551746,30.289410399336823,23373.21194634521
14,22999.20031563426,55.02201032448388,1.9350138898722815,23001.135329524135,30.22999648862189,23174.233117637064
15,22815.28562904049,54.58202303598203,1.987448377603728,22817.273077418093,30.176403419515214,22990.063990149014
16,22641.191603695654,54.16553015238195,2.038981172430642,22643.230584868084,30.128716203036447,22815.74843929095
17,22473.254909832973,53.76376772687314,2.089562363420508,22475.344472196393,30.087007298652548,22647.623500290047
18,22308.892703130703,53.370556706054316,2.1391836574128402,22311.031886788114,30.051333534833816,22483.106645932778
19,22146.40051426221,52.98181941211055,2.1878790465108726,22148.588393308724,30.021733140592147,22320.493659784992
20,21984.768727413386,52.59514049620427,2.235724454849204,21987.004451868233,29.99822294071891,22158.77509829591
21,21823.52024896875,52.209378586049645,2.2828364503812235,21825.80308541913,29.980795771536346,21997.473943398614
22,21662.569126603415,51.82432805407516,2.3293701050135893,21664.89849670843,29.969418179226494,21836.50420628263
23,21502.09893066951,51.44042806380265,2.375516087498653,21504.474446757005,29.96402846747677,21676.049294694065
24,21342.459699402403,51.05851602727848,2.4214970864999605,21344.881196488903,29.964535163087582,21516.45894577891
25,21184.082541978674,50.67962330616908,2.4675636820026523,21186.550105660677,29.97081596561539,21358.163818998037
26,21027.411263278962,50.30481163463867,2.513989803935179,21029.925253082896,29.982717239188148,21201.607113438797
27,20872.850475070583,49.93504898342245,2.5610679312445086,20875.41154300183,30.0000540909967,21047.192674646165
28,20720.729541177956,49.57112330425348,2.609104189207593,20723.338645367163,30.022611061566224,20895.248938842982
29,20571.281382247762,49.21359182355924,2.658413496309354,20573.93979574407,30.050143427149962,20746.00774029953
30,20424.63469952632,48.86276243905818,2.70931489543004,20427.34401442175,30.08237908602775,20599.596541243114
31,20280.817661117086,48.51870253855762,2.7621271800585943,20283.579788297146,30.119020971416024,20456.042127558132
32,20139.770635494242,48.181269462904886,2.8171648987232634,20142.587800392965,30.15974990889458,20315.283354665815
33,20001.365247809157,47.85015609523722,2.874734793811125,20004.23998260297,30.204227820821576,20177.190218618085
34,19865.42692984688,47.52494480824612,2.9351327073777513,19868.362062554257,30.25210117773715,20041.58642272267
35,19731.758246627232,47.20516326944314,2.9986409679718595,19734.756887595206,30.303004607743706,19908.27272219845
36,19600.16059236098,46.89033634536119,3.0655262594934984,19603.22611862047,30.356564596048628,19777.048639184148
37,19470.452321597168,46.580029477505185,3.136037965759011,19473.588359562928,30.412403231954592,19647.730613685628
38,19342.48197728166,46.27388032842502,3.210406982403364,19345.69238426406,30.470141982143705,19520.165252052226
39,19216.13594650002,45.97161709689,3.288844989978674,19219.42479149,30.529405481067776,19394.237003696664
40,19091.340553866285,45.67306352599589,3.37154418686843,19094.712098053154,30.589825328966633,19269.870275964222
41,18968.059218283455,45.378132101156595,3.4586774857756666,18971.51789576923,30.651043876754457,19147.02661276215
42,18846.28577908423,45.08680808393357,3.550399180908194,18849.83617826514,30.712717958847545,19025.69804274183
43,18726.03538834292,44.79912772330842,3.646846092764242,18729.682234435684,30.774522515036598,18905.897993494385
44,18607.334444343127,44.51515417306968,3.7481391923783898,18611.082583535506,30.83615402518225,18787.651246309837
45,18490.210919578825,44.23495435305939,3.8543856965282703,18494.065305275355,30.8973336688756,18670.98428436563
46,18374.686159108147,43.95857932800992,3.9656816101187053,18378.651840718267,30.957810117838637,18555.917109612194
47,18260.768854860904,43.68604989201173,4.0821146730637725,18264.850969533967,31.017361872164486,18442.45723340472
48,18148.451506781355,43.41734810234774,4.203767648576717,18152.655274429933,31.075799062089104,18330.59615125121
49,18037.709322323557,43.15241464670707,4.330721870405336,18042.040044193964,31.132964653802283,18220.308252759572
50,17928.50122458217,42.89115125498127,4.4630609507582335,17932.96428553293,31.188735019345195,18111.551836739593
51,17820.77245813117,42.63342693332816,4.600874540504272,17825.373332671676,31.243019855090722,18004.271720335073
52,17714.458202799517,42.37908660956822,4.74426202988301,17719.2024648294,31.29576145870976,17898.402852360094
53,17609.48761606266,42.12796080397765,4.8933360816140015,17614.380952144274,31.346933398984984,17793.874351606955
54,17505.78780208206,41.87987512459823,5.0482258981790835,17510.83602798024,31.396538634667692,17690.61346838149
55,17403.28732362291,41.63465866895433,5.209080139747064,17408.496403762656,31.444607156478813,17588.54908583674
56,17301.919007354743,41.39215073529843,5.376069426972809,17307.295076781716,31.49119323948634,17487.614512043434
57,17201.621923017286,41.15220555745762,5.549388382013797,17207.1713113993,31.5363724010844,17387.74944377811
58,17102.342528248868,40.91469504365758,5.7292571801143755,17108.071785428983,31.5802381627335,17288.9010943608
59,17004.035055419234,40.67950970195989,5.915922601943987,17009.950978021177,31.622898711940067,17191.024562426534
60,16906.661271977253,40.446558066931225,6.109658592863263,16912.770930570117,31.664473555359557,17094.08257366793
61,16810.189773263006,40.21576500780623,6.310766349077812,16816.500539612083,31.705090245247142,16998.04475498898
62,16714.594970916587,39.987069308412885,6.519573962102207,16721.11454487869,31.744881250646294,16902.886604642663
63,16619.855926900367,39.760420877752075,6.736435662124803,16626.592362562493,31.783981032549022,16808.58830874887
64,16525.95515897427,39.535777892282944,6.96173070786169,16532.916889682132,31.822523369537237,16715.13353034606
