epoch,nll_total,nll_per_row,penalty,loss_base,bce_sum,loss_total
0,32262.525768018753,77.18307600004486,1.2000000000000004,32263.725768018754,31.813738185798194,32295.539506204554
1,30740.909716201662,73.54284621100877,1.2465362179232857,30742.156252419587,31.692950264664375,30773.84920268425
2,29414.68166848493,70.37005183848069,1.2946494032588323,29415.976317888188,31.578578610588735,29447.554896498776
3,28270.37527167771,67.6324767265017,1.344240099617942,28271.719511777326,31.470670951637768,28303.190182728966
4,27292.45924865742,65.29296470970674,1.395178295599182,27293.854426953018,31.369284939188866,27325.223711892206
5,26463.980067494827,63.31095709926992,1.4473046221547876,26465.42737211698,31.274488807066202,26496.701860924048
6,25767.503441104483,61.64474507441264,1.5004328623391165,25769.003873966823,31.18636554424544,25800.19023951107
7,25185.43667433845,60.25224084769964,1.554354052050015,25186.991028390497,31.105015337433606,25218.096043727932
8,24700.35206058787,59.091751341119306,1.6088427519020776,24701.960903339772,31.030555449185858,24732.991458788958
9,24295.562054943708,58.12335419842992,1.6636649761007616,24297.22571991981,30.963118289165713,24328.188838208975
10,23955.680837268617,57.31024123748473,1.7185866776171355,23957.399423946234,30.902848357423764,23988.302272303656
11,23666.99728260499,56.61961072393538,1.7733819498151866,23668.770664554802,30.84989854311158,23699.620563097913
12,23417.654568086145,56.02309705283767,1.8278405582287813,23419.482408644373,30.804426133780503,23450.286834778155
13,23197.685558174293,55.496855402330844,1.8817746555566506,23199.56733282985,30.766588783432066,23230.333921613284
14,22998.946326544,55.021402695081335,1.935024611663287,23000.881351155662,30.736540596387705,23031.61789175205
15,22814.97868325629,54.58128871592414,1.9874639136662071,22816.966147169955,30.71442841570999,22847.680575585666
16,22640.826107735735,54.164655760133336,2.0390030810558004,22642.86511081679,30.700388361644137,22673.565499178436
17,22472.825296563824,53.762739943932594,2.0895925240924536,22474.914889087915,30.694542643871515,22505.609431731787
18,22308.39344519769,53.36936230908538,2.139224297547306,22310.53266949524,30.696996663953534,22341.22966615919
19,22145.826125469186,52.98044527624207,2.1879327649376243,22148.014058234123,30.707836424185736,22178.72189465831
20,21984.113752311307,52.59357357012274,2.235794241699018,21986.349546553007,30.727126261715345,22017.07667281472
21,21822.779241413566,52.20760584070231,2.282925703226601,21825.062167116794,30.75490693012656,21855.81707404692
22,21661.736618469244,51.822336407821155,2.3294826413275755,21664.066101110573,30.791194054043636,21694.857295164617
23,21501.169392230797,51.43820428763348,2.375656153732076,21503.54504838453,30.835976985115295,21534.381025369647
24,21341.427493225576,51.05604663451095,2.4216693643215508,21343.849162589897,30.889218088880448,21374.738380678777
25,21182.941872584568,50.6768944320205,2.4677732924783813,21185.409645877047,30.950852489661262,21216.36049836671
26,21026.156125394198,50.30180891242631,2.5142423106171985,21028.670367704817,31.02078829297428,21059.691155997793
27,20871.474603937862,49.931757425688666,2.5613693432714424,20874.035973281134,31.098907290951157,20905.134880572085
28,20719.226369037115,49.56752719865339,2.6094609655695784,20721.835830002685,31.185066135996266,20753.02089613868
