epoch,nll_total,nll_per_row,penalty,loss_base,bce_sum,loss_total
0,32263.569537607444,77.18557305647714,1.2000000000000004,32264.769537607444,31.82032713207858,32403.187960631985
1,30742.042330425767,73.5455558144157,1.246536217923278,30743.288866643692,31.698763504300537,30881.1784878874
2,29415.90989730197,70.37299018493295,1.294648890958237,29417.20454619293,31.583624946412662,29554.593314709826
3,28271.706131787265,67.63566060236188,1.3442379590633349,28273.05036974633,31.474972165199212,28409.966498664944
4,27293.899197140767,65.29640956253772,1.3951725362141825,27295.29436967698,31.372872006198765,27431.766362903945
5,26465.53456791186,63.314675999789145,1.4472920467346384,26466.981859958596,31.277397510768328,26603.038539130437
6,25769.17636870421,61.64874729355074,1.5004086822187457,25770.67677738643,31.188631007901353,25906.3473222708
7,25187.229471722843,60.25652983665752,1.554311470366688,25188.78378319321,31.106666206813507,25324.097781192846
8,24702.263531499342,59.0963242380367,1.6087725502282393,24703.87230404957,31.031608317058218,24838.859800228776
9,24297.58882568545,58.128202932261836,1.6635551442705183,24299.25238082972,30.963572539865375,24433.943921378133
10,23957.817962709574,57.3153539777741,1.7184221214464412,23959.53638483102,30.90268139832945,24093.963048913753
11,23669.238747885516,56.624973081065825,1.773144303021788,23671.011892188537,30.84906133006759,23805.20530897433
12,23419.993761496826,56.02869320932255,1.8275081159103814,23421.821269612738,30.802838895109545,23555.813618806464
13,23200.11579069027,55.502669355718346,1.8813224367221744,23201.997113126992,30.764136858179015,23335.82110846007
14,23001.461374723374,55.02741955675448,1.934424548211509,23003.395799271584,30.733070314425863,23137.084655139337
15,22817.573282792437,54.58749589184794,1.9866851542833812,22819.55996794672,30.709742958765368,22953.147349817347
16,22643.49633593984,54.17104386588478,2.0380123915314203,22645.53434833137,30.694243555079076,22779.054307795963
17,22475.568824415855,53.769303407693435,2.088354760570664,22477.657179176425,30.68664263876242,22611.144074655043
18,22311.209675395912,53.376099701904096,2.1377029260375444,22313.34737832195,30.686989477278487,22446.83578254811
19,22148.716244042724,52.98735943550891,2.1860903987337075,22150.902334441456,30.695309311994613,22284.426929948633
