c_ls,c_lq,lam_gamma,ls_prior,ls_post,ls_gain,lq_prior,lq_post,lq_gain,mse_ls,mse_lq,bias_ls,bias_lq,nll,n_ls,n_lq
0.9,0.6,10.0,0.8857331582867003,0.8493659773629186,-0.0363671809237816,0.7689076859996281,0.7890077469016619,0.0201000609020337,0.2735900894472828,0.1772103700496019,0.3248387323630147,-0.0149949241447864,6346.330733096439,418,229
0.9,0.7,10.0,0.8857331582867003,0.8464827206944872,-0.0392504375922131,0.7708376556715333,0.7940839301553293,0.023246274483796,0.2736710429786954,0.1804519411813483,0.3245862263101558,0.0671719972073302,6349.442605003582,418,229
0.9,0.8,10.0,0.8857331582867003,0.8458307934792956,-0.0399023648074047,0.7714785276926545,0.7868608023769669,0.0153822746843124,0.2736695371903422,0.1962404181260056,0.3244360961453295,0.139442243174878,6351.925177203933,418,229
0.9,0.9,10.0,0.8857331582867003,0.8448278856010649,-0.0409052726856353,0.7752639508514791,0.7855788019199809,0.0103148510685017,0.2736008434075602,0.220369252872637,0.3243102755763943,0.2021476303289361,6353.609601545299,418,229
0.9,1.0,10.0,0.8857331582867003,0.8441738971571567,-0.0415592611295435,0.7698132442003763,0.7812963460246218,0.0114831018242455,0.2734766032181245,0.2499303629399173,0.3241900633958647,0.2564868290443808,6354.7000531679005,418,229
1.0,0.3,10.0,0.8850064316147492,0.8651048739452194,-0.0199015576695298,0.7478468219478508,0.7570549461329334,0.0092081241850826,0.3681918496248467,0.2790842511379894,0.4363946764775772,-0.2756600916944032,6354.1737098137,418,229
1.0,0.4,10.0,0.8850064316147492,0.8653086562310449,-0.0196977753837043,0.7403123700399974,0.7729679498525185,0.032655579812521,0.3683343005081089,0.2299242756481375,0.4367070760591673,-0.1953747657843393,6352.757635723803,418,229
1.0,0.5,10.0,0.8850064316147492,0.8645703590408471,-0.0204360725739021,0.7570032442862361,0.7905010056344223,0.0334977613481861,0.3684689278385209,0.1929188856756437,0.4366117079241348,-0.1055842100631908,6356.590292477296,418,229
1.0,0.6,10.0,0.8850064316147492,0.8632512414047001,-0.0217551902100491,0.7689076859996281,0.7938102025105691,0.0249025165109409,0.368542530579049,0.1771003129424774,0.4363880443906887,-0.0156467399051449,6361.0225309707575,418,229
1.0,0.7,10.0,0.8850064316147492,0.8619623273005641,-0.0230441043141851,0.7708376556715333,0.79129021849065,0.0204525628191166,0.3685563410545847,0.1801472348863125,0.4361977425597683,0.0667010541213546,6364.380095683214,418,229
1.0,0.8,10.0,0.8850064316147492,0.8616640166826585,-0.0233424149320907,0.7714785276926545,0.7858295755392883,0.0143510478466338,0.3685209479596246,0.1959420053910121,0.4360454632473591,0.1390800656977121,6367.100724418382,418,229
1.0,0.9,10.0,0.8850064316147492,0.860587609014392,-0.0244188226003572,0.7752639508514791,0.7859225441992069,0.0106585933477277,0.3684294083224598,0.2201191929200214,0.435884337703939,0.2018600419597738,6369.014635430116,418,229
1.0,1.0,10.0,0.8850064316147492,0.860660586398132,-0.0243458452166172,0.7698132442003763,0.7811638620211699,0.0113506178207936,0.3682610942882052,0.2497435455511018,0.4356625201245218,0.2562676233067474,6370.144886161816,418,229
