epoch,nll_total,nll_per_row,penalty,loss_base,bce_sum,loss_total
0,32263.569537607444,77.18557305647714,1.2000000000000004,32264.769537607444,35.34880805553362,32300.118345662977
1,30742.042330425866,73.54555581441595,1.246536217923278,30743.28886664379,35.30378417569836,30778.59265081949
2,29415.909331892188,70.37298883227795,1.2946488909582368,29417.203980783146,35.26529408025231,29452.469274863397
3,28271.703994152387,67.63565548840285,1.3442379604085795,28273.048232112797,35.23341545248033,28308.281647565276
4,27293.893982740545,65.29639708789604,1.3951725444804894,27295.289155285027,35.20823747931489,27330.49739276434
5,26465.524228165617,63.31465126355411,1.447292076975189,26466.971520242594,35.18986105793783,26502.16138130053
6,25769.15829275914,61.64870404966302,1.5004087674088509,25770.65870152655,35.178399958855366,25805.837101485406
7,25187.200500386287,60.25646052723992,1.5543116737679106,25188.754812060055,35.17398056393959,25223.928792623996
8,24702.21999577895,59.09622008559557,1.6087729820802599,24703.82876876103,35.1767400482772,24739.005508809307
9,24297.526599908077,58.128054066765735,1.6635559828251751,24299.1901558909,35.186823542140495,24334.37697943304
10,23957.732525587762,57.315149582745846,1.71842363798591,23959.45094922575,35.20438071812078,23994.65532994387
11,23669.12524725398,56.6247015484545,1.773146890207649,23670.89839414419,35.22956211342476,23706.127956257616
12,23419.847078603518,56.02834229330985,1.8275123186123743,23421.67459092213,35.26251539933721,23456.937106321468
13,23199.93060052297,55.502226317040595,1.881328984376529,23201.81192950735,35.30338173694004,23237.115311244288
14,23001.232200232123,55.02687129242135,1.9344343877425172,23003.166634619865,35.35229230545994,23038.518926925324
15,22817.294542238116,54.58682904841655,1.9866994826621114,22819.28124172078,35.40936505417636,22854.690606774955
16,22643.162383299845,54.17024493612403,2.038032687116767,22645.20041598696,35.47470170793423,22680.675117694896
17,22475.173982643257,53.768358810151334,2.088382812462752,22477.26236545572,35.54838504632572,22512.810750502045
18,22310.74826187967,53.374995841817395,2.1377408607689703,22312.88600274044,35.63047647368743,22348.51647921413
19,22148.18258745789,52.98608274511457,2.186140703740533,22150.36872816163,35.721013898244784,22186.089742059874
20,21986.469162638015,52.599208523057456,2.23365871143858,21988.702821349452,35.820009942036336,22024.522831291488
21,21825.13262040985,52.21323593399486,2.2804124179032224,21827.413032827753,35.92745050739224,21863.340483335145
22,21664.08857171184,51.82796309021971,2.326558310135008,21666.415130021975,36.04329372978054,21702.458423751756
23,21503.521920249754,51.4438323450951,2.3722888298891878,21505.894209079644,36.16746934956031,21542.061678429203
24,21343.78374874637,51.061683609441076,2.417828692285434,21346.201577438656,36.29987853479676,21382.50145597345
25,21185.30587590508,50.68254994235665,2.463430646691175,21187.76930655177,36.44039418175561,21224.209700733525
26,21028.532453501793,50.30749390789903,2.5093708257440746,21031.041824327538,36.58886170743131,21067.63068603497
27,20873.868072846366,49.93748342786212,2.55594384169446,20876.42401668806,36.74510032891666,20913.169117016976
28,20721.64173075714,49.57330557597402,2.603457792350368,20724.24518854949,36.90890479818469,20761.15409334767
29,20572.085680690387,49.21551598251288,2.6522293310031966,20574.73791002139,37.0800475297298,20611.81795755112
30,20425.327725799438,48.86442039664937,2.7025789368612885,20428.030304736298,37.258281025728294,20465.288585762028
31,20281.394992213158,48.520083713428605,2.754826497447336,20284.149818710604,37.443340473752905,20321.59315918436
32,20140.226759981306,48.182360669811736,2.8092872859971108,20143.036047267302,37.63494637156849,20180.67099363887
33,20001.693618225854,47.85094167039678,2.866268389075668,20004.55988661493,37.832807027856624,20042.392693642785
34,19865.62010549471,47.52540695094428,2.926065615345289,19868.546171110054,38.03662080034085,19906.582791910394
35,19731.80810884882,47.205282557054595,2.988960897276706,19734.7970697461,38.24607796330021,19773.0431477094
36,19600.058606948314,46.89009236112037,3.0552201842358784,19603.11382713255,38.46086214008503,19641.574689272635
37,19470.189819061405,46.57940148100815,3.1250918179356066,19473.31491087934,38.68065128492255,19511.995562164262
38,19342.05042211597,46.272847899798975,3.198805379352485,19345.249227495326,38.90511824307208,19384.154345738396
39,19215.527170987865,45.97016069614322,3.276570998795969,19218.80374198666,39.13393095225769,19257.93767293892
40,19090.54693935413,45.671164926684526,3.358579126061402,19093.905518480195,39.36675236821499,19133.27227084841
41,18967.07381552228,45.375774678282966,3.4450007632604103,18970.51881628554,39.60324020421032,19010.122056489752
42,18845.102367797088,45.08397695645236,3.53598816676602,18848.638355963853,39.84304657221698,18888.48140253607
43,18724.64848334114,44.79580976875871,3.6316760248597504,18728.280159366,40.08581760623345,18768.365976972233
44,18605.739260581133,44.511337943974,3.732183112840403,18609.471443693972,40.33119313911901,18649.80263683309
45,18488.40331114812,44.23062993097636,3.837614417038412,18492.24092556516,40.57880649489254,18532.819732060052
46,18372.662547428394,43.95373815174257,3.9480637037778763,18376.61061113217,40.828284449108764,18417.43889558128
47,18258.526159616507,43.68068459238399,4.063616490195782,18262.589776106703,41.07924740053816,18303.669023507242
48,18145.987090074883,43.4114523686002,4.184353353131787,18150.171443428015,41.331309787689904,18191.502753215704
